Frequency,S11_Real,S11_Imaginary,
2670555000,-0.1548610424,-0.9428016504,
2676554000,-0.1863218954,-0.9368111116,
2682553000,-0.2166944852,-0.9300939517,
2688552000,-0.2475246781,-0.9224620577,
2694551000,-0.2766288044,-0.9134038372,
2700550000,-0.3082270224,-0.9044522671,
2706549000,-0.3377442569,-0.8928269686,
2712548000,-0.3670566015,-0.8820419025,
2718547000,-0.3965987046,-0.8680337782,
2724546000,-0.4248645735,-0.8560251848,
2730545000,-0.4517130017,-0.841982113,
2736544000,-0.4799143403,-0.8265321214,
2742543000,-0.5075449798,-0.8103709664,
2748542000,-0.5336118133,-0.7933952659,
2754541000,-0.559064249,-0.7741829479,
2760540000,-0.5854781012,-0.7559423424,
2766539000,-0.6106057398,-0.7354212267,
2772538000,-0.6332742794,-0.7148816677,
2778537000,-0.6577443114,-0.6922085341,
2784536000,-0.6790613565,-0.6722103115,
2790535000,-0.7008247802,-0.647938847,
2796534000,-0.7218171787,-0.6248990802,
2802533000,-0.7432000913,-0.5992522973,
2808532000,-0.760327957,-0.5735349175,
2814531000,-0.7803805362,-0.5499117055,
2820530000,-0.7987782514,-0.5241106681,
2826529000,-0.8149794469,-0.497618078,
2832528000,-0.8309726825,-0.469395773,
2838527000,-0.8445901128,-0.4417030841,
2844526000,-0.8599977363,-0.4134151624,
2850525000,-0.8720421513,-0.3870473631,
2856524000,-0.88546195,-0.3548894163,
2862523000,-0.8961368181,-0.3259170134,
2868522000,-0.9066137289,-0.2947053278,
2874521000,-0.9160399094,-0.2663234216,
2880520000,-0.9240607701,-0.2371796118,
2886519000,-0.9319266674,-0.2041463188,
2892518000,-0.9372996333,-0.1738165311,
2898517000,-0.9420633044,-0.1431965641,
2904516000,-0.9455403908,-0.1122018208,
2910515000,-0.9504401733,-0.07995063486,
2916514000,-0.9516864182,-0.04967355716,
2922513000,-0.952410113,-0.01730448815,
2928512000,-0.9538115855,0.01440483861,
2934511000,-0.9505032639,0.04470836012,
2940510000,-0.9485545608,0.07781710016,
2946509000,-0.9470652056,0.1072788501,
2952508000,-0.9408274284,0.138410629,
2958507000,-0.9378967276,0.1683155244,
2964506000,-0.9294869597,0.2016220207,
2970505000,-0.9221091507,0.2316320983,
2976504000,-0.9149831018,0.2612517376,
2982503000,-0.9077070545,0.2898780317,
2988502000,-0.8948388081,0.3229943386,
2994501000,-0.8835274321,0.3506574322,
3000500000,-0.8701391695,0.3784398965,
3006499000,-0.8589207883,0.4055392685,
3012498000,-0.8448692685,0.4337952215,
3018497000,-0.8281994257,0.4622218427,
3024496000,-0.8138926038,0.4895750994,
3030495000,-0.7988179248,0.5159976453,
3036494000,-0.780519437,0.5416823635,
3042493000,-0.7619478452,0.5667463357,
3048492000,-0.743088216,0.591648289,
3054491000,-0.7227811438,0.6156986535,
3060490000,-0.7018752722,0.6381662386,
3066489000,-0.681141659,0.6599641172,
3072488000,-0.6591988139,0.6822881002,
3078487000,-0.6371333406,0.7038738029,
3084486000,-0.6136627609,0.7246646907,
3090485000,-0.5891583081,0.7434852331,
3096484000,-0.5643788567,0.7629654651,
3102483000,-0.5396167862,0.7809094377,
3108482000,-0.5137498315,0.7979316359,
3114481000,-0.4878250796,0.8137318941,
3120480000,-0.4606529254,0.8301101853,
3126479000,-0.434280527,0.8448502658,
3132478000,-0.4066802358,0.8582471232,
3138477000,-0.3781169274,0.8708007393,
3144476000,-0.3505284623,0.8828797934,
3150475000,-0.3221931859,0.8939446207,
3156474000,-0.2931345584,0.9040182705,
3162473000,-0.2630633444,0.9136043253,
3168472000,-0.2342919215,0.9212738503,
3174471000,-0.2045352596,0.9288222785,
3180470000,-0.1741586735,0.9345559156,
3186469000,-0.1450561127,0.9400729912,
3192468000,-0.1149786299,0.9430915681,
3198467000,-0.08471935146,0.9476402379,
3204466000,-0.0545917552,0.9498937363,
3210465000,-0.02473336043,0.9504041504,
3216464000,0.005647756689,0.9515328334,
3222463000,0.03595244066,0.950492028,
3228462000,0.06453513677,0.9489842624,
3234461000,0.09635793784,0.9472182066,
3240460000,0.126475862,0.9441902588,
3246459000,0.1553745413,0.9398362097,
3252458000,0.1850359468,0.9342044494,
3258457000,0.2135343282,0.9284450247,
3264456000,0.2432356255,0.9202339694,
3270455000,0.272253888,0.9132817866,
3276454000,0.3011339746,0.9033217995,
3282453000,0.328987514,0.8945543486,
3288452000,0.3561690427,0.8837961909,
3294451000,0.3837340562,0.8722712727,
3300450000,0.4104421428,0.8615045285,
3306449000,0.4367321903,0.8471895458,
3312448000,0.463144315,0.8331811672,
3318447000,0.4896031582,0.8189070367,
3324446000,0.5149534229,0.8027436561,
3330445000,0.539973876,0.7864113818,
3336444000,0.5645971971,0.7690768049,
3342443000,0.5893469581,0.7513728495,
3348442000,0.6117431795,0.7339353088,
3354441000,0.6331209322,0.7130981478,
3360440000,0.654224898,0.6938717763,
3366439000,0.6763207127,0.6723451084,
3372438000,0.6971129145,0.6519392185,
3378437000,0.7182484419,0.6297931984,
3384436000,0.7365350975,0.607701577,
3390435000,0.7562079835,0.5832812275,
3396434000,0.7725889668,0.5599612247,
3402433000,0.7903906995,0.5361953139,
3408432000,0.80628734,0.511421386,
3414431000,0.8218780457,0.4854560342,
3420430000,0.8371425398,0.4601493347,
3426429000,0.8503750223,0.4342578934,
3432428000,0.8634843042,0.4070046701,
3438427000,0.8755197419,0.3799125422,
3444426000,0.8869591596,0.3526683828,
3450425000,0.897325543,0.3250558561,
3456424000,0.9064641443,0.2966848979,
3462423000,0.9151587188,0.2694563174,
3468422000,0.9232366279,0.239943665,
3474421000,0.9303116664,0.210526059,
3480420000,0.936221779,0.1819797073,
3486419000,0.9415692778,0.1530372754,
3492418000,0.9456677739,0.1231924054,
3498417000,0.948984271,0.09365576875,
3504416000,0.9510620902,0.06323165194,
3510415000,0.9521452092,0.03426607736,
3516414000,0.9533265098,0.003961734523,
3522413000,0.9540326691,-0.02575923368,
3528412000,0.951868496,-0.05604173809,
3534411000,0.948938059,-0.08641469858,
3540410000,0.9466781511,-0.115808305,
3546409000,0.9411790316,-0.1452556626,
3552408000,0.9361595791,-0.1753909448,
3558407000,0.9297186143,-0.2048898162,
3564406000,0.9224103362,-0.234924663,
3570405000,0.9148596932,-0.2636074774,
3576404000,0.9057715995,-0.2928982603,
3582403000,0.8965881277,-0.3206420179,
3588402000,0.8852490565,-0.3490020119,
3594401000,0.8756889538,-0.3761748927,
3600400000,0.8608318616,-0.4050868346,
3606399000,0.8463444931,-0.433310451,
3612398000,0.8332692615,-0.4598932456,
3618397000,0.8214657948,-0.4859776549,
3624396000,0.8022065077,-0.5144613368,
3630395000,0.7858645235,-0.5371587844,
3636394000,0.769172795,-0.5627737908,
3642393000,0.7508704826,-0.5873889641,
3648392000,0.7311290849,-0.6132922822,
3654391000,0.7114477854,-0.6358011357,
3660390000,0.691044293,-0.6597619767,
3666389000,0.6681053525,-0.6785411056,
3672388000,0.645597576,-0.7010877426,
3678387000,0.6234601352,-0.7227769778,
3684386000,0.6022011635,-0.7408237231,
3690385000,0.5755739948,-0.7620024063,
3696384000,0.5508056846,-0.7801537657,
3702383000,0.5247290758,-0.7980121254,
3708382000,0.5002218702,-0.8140745823,
3714381000,0.4720701005,-0.8311747424,
3720380000,0.4442973749,-0.8456873233,
3726379000,0.4156705565,-0.8612901133,
3732378000,0.3884478,-0.8736742655,
3738377000,0.3589362486,-0.8855418709,
3744376000,0.3301672777,-0.8984309932,
3750375000,0.300331462,-0.906589179,
3756374000,0.2714289892,-0.9168950285,
3762373000,0.2402327159,-0.9260518162,
3768372000,0.2096470298,-0.9336095935,
3774371000,0.1791116739,-0.9400038799,
3780370000,0.1480827519,-0.9453425598,
3786369000,0.1170131442,-0.949785334,
3792368000,0.08551317619,-0.9541175574,
3798367000,0.05317941584,-0.9558415711,
3804366000,0.02202417067,-0.9571092237,
3810365000,-0.009815623947,-0.9565905017,
3816364000,-0.04222200477,-0.9562108304,
3822363000,-0.07359764267,-0.952544841,
3828362000,-0.1050650763,-0.9507992167,
3834361000,-0.1373614093,-0.9472805165,
3840360000,-0.1686162122,-0.9438523433,
3846359000,-0.1991861084,-0.9355829291,
3852358000,-0.2312955161,-0.9294578902,
3858357000,-0.2629247378,-0.9199214742,
3864356000,-0.294060717,-0.910091164,
3870355000,-0.3243290426,-0.8991548211,
3876354000,-0.3533965465,-0.8880737277,
3882353000,-0.3841833507,-0.8757595127,
3888352000,-0.4117695707,-0.8617383438,
3894351000,-0.4415131959,-0.8465379486,
3900350000,-0.4707904254,-0.8307015092,
3906349000,-0.4971821682,-0.8140881193,
3912348000,-0.5246578352,-0.7947375626,
3918347000,-0.5524902032,-0.7773146394,
3924346000,-0.5777749318,-0.7574185178,
3930345000,-0.6040952402,-0.7371985245,
3936344000,-0.6279935685,-0.7157882756,
3942343000,-0.6524785737,-0.691528685,
3948342000,-0.6787034285,-0.6694798389,
3954341000,-0.6994585274,-0.6459980206,
3960340000,-0.7224740828,-0.6187180856,
3966339000,-0.7409973381,-0.5979238551,
3972338000,-0.7625202034,-0.5738664588,
3978337000,-0.7816071248,-0.5445961712,
3984336000,-0.7979038853,-0.5196854439,
3990335000,-0.8175840404,-0.4907520932,
3996334000,-0.8329821931,-0.4627168196,
4002333000,-0.8465547558,-0.4341774905,
4008332000,-0.8617316392,-0.405983436,
4014331000,-0.8756450139,-0.3758192363,
4020330000,-0.8872955341,-0.3475828925,
4026329000,-0.8978455386,-0.3160114271,
4032328000,-0.9074091353,-0.2873125729,
4038327000,-0.916957793,-0.2539598484,
