Frequency,S11_Real,S11_Imaginary,
1524746000,-0.3225737883,-0.3864441592,
1530745000,-0.4451998385,-0.2484193688,
1536744000,-0.510338275,-0.0776246407,
1542743000,-0.5114420074,0.1044277793,
1548742000,-0.4496311864,0.2741848209,
1554741000,-0.3317501657,0.4116958486,
1560740000,-0.1727903517,0.4995590722,
1566739000,0.00722934026,0.5259455365,
1572738000,0.1858334469,0.4867900146,
1578737000,0.339518575,0.3866186385,
1584736000,0.4473440761,0.2370850466,
1590735000,0.4939047716,0.05862712814,
1596734000,0.4727028837,-0.1252148217,
1602733000,0.3861260883,-0.2882776089,
1608732000,0.2465286957,-0.4074991367,
1614731000,0.07352642972,-0.4679187837,
1620730000,-0.1081395881,-0.4618072766,
1626729000,-0.2739516016,-0.3913691096,
1632728000,-0.4026899174,-0.2668579512,
1638727000,-0.4777285551,-0.1059450642,
1644726000,-0.4912379639,0.07019306261,
1650725000,-0.4435614048,0.2391396984,
1656724000,-0.3360677271,0.3794893636,
1662723000,-0.1874090666,0.4733079082,
1668722000,-0.01543215823,0.5097786171,
1674721000,0.1594258915,0.4827290013,
1680720000,0.3134237839,0.3954937322,
1686719000,0.4264207995,0.258755732,
1692718000,0.4834873736,0.08992446549,
1698717000,0.4761878592,-0.08719797465,
1704716000,0.4056699285,-0.2503677448,
1710715000,0.2813133109,-0.3763784124,
1716714000,0.1207997268,-0.4492878356,
1722713000,-0.05437729602,-0.4596284869,
1728712000,-0.2206064826,-0.4071649614,
1734711000,-0.356798284,-0.2994652493,
1740710000,-0.4444408808,-0.151402224,
1746709000,-0.4737937478,0.01771561861,
1752708000,-0.4423732474,0.1847308691,
1758707000,-0.352961277,0.3311692509,
1764706000,-0.2182300665,0.4358560188,
1770705000,-0.05459472197,0.4863335036,
1776704000,0.1167914356,0.4756226442,
1782703000,0.2731853292,0.4042416753,
1788702000,0.3948539817,0.2807504511,
1794701000,0.4633714118,0.121304467,
1800700000,0.4696968997,-0.05337042715,
1806699000,0.4125889436,-0.216051187,
1812698000,0.3000006873,-0.3472879958,
1818697000,0.1473885475,-0.4282326094,
1824696000,-0.02287628099,-0.4479074768,
1830695000,-0.1866333762,-0.404823333,
1836694000,-0.3224760189,-0.3070795082,
1842693000,-0.4128078494,-0.1665242951,
1848692000,-0.4468762481,-0.005193948362,
1854691000,-0.4207053615,0.1553427426,
1860690000,-0.3399512977,0.295866442,
1866689000,-0.214687385,0.3970925849,
1872688000,-0.06224855697,0.4472408662,
1878687000,0.09723242858,0.4399654862,
1884686000,0.2435086835,0.3769507261,
1890685000,0.3578734348,0.26559313,
1896684000,0.4254190441,0.1217118512,
1902683000,0.4365976935,-0.03771973818,
1908682000,0.390595722,-0.19031325,
1914681000,0.293146802,-0.3166991836,
1920680000,0.1568810328,-0.4002822684,
1926679000,8.383563922e-05,-0.4297159798,
1932678000,-0.1567193256,-0.4016817342,
1938677000,-0.2931652992,-0.3200282934,
1944676000,-0.3925937771,-0.1951220697,
1950675000,-0.4408770536,-0.0438134884,
1956674000,-0.4316846838,0.1146671261,
1962673000,-0.3676125289,0.260029503,
1968672000,-0.256466045,0.3730468643,
1974671000,-0.1125315188,0.4393555352,
1980670000,0.04523210458,0.4501443737,
1986669000,0.1970792766,0.4044827802,
1992668000,0.3221926133,0.3077241442,
1998667000,0.4051934944,0.1728902585,
2004666000,0.4348810443,0.01780066941,
2010665000,0.4065999962,-0.1373020357,
2016664000,0.3256842684,-0.271519285,
2022663000,0.2024913355,-0.367740985,
2028662000,0.05370679303,-0.4137808716,
2034661000,-0.1009684324,-0.4045249641,
2040660000,-0.2424922146,-0.341416275,
2046659000,-0.3508696612,-0.2325792151,
2052658000,-0.4140657453,-0.09247855491,
2058657000,-0.423253346,0.06022128375,
2064656000,-0.3774157847,0.2062084567,
2070655000,-0.2826064253,0.3257160738,
2076654000,-0.1511719869,0.4029927247,
2082653000,-0.0005670116941,0.4281164614,
2088652000,0.149076688,0.3962197272,
2094651000,0.2760312248,0.3126863306,
2100650000,0.3642396687,0.1887425104,
2106649000,0.4000346828,0.04245575738,
2112648000,0.380106441,-0.1060690918,
2118647000,0.3078720272,-0.2357223368,
2124646000,0.1938611072,-0.3295488376,
2130645000,0.05564455995,-0.3761356493,
2136644000,-0.08912652639,-0.370207,
2142643000,-0.2211732645,-0.3141255383,
2148642000,-0.3238334119,-0.2156019801,
2154641000,-0.3855827588,-0.08785881108,
2160640000,-0.3987831628,0.05291470338,
2166639000,-0.361752486,0.189146127,
2172638000,-0.2793025765,0.3042362221,
2178637000,-0.1624091095,0.3832333104,
2184636000,-0.02407339256,0.4172892758,
2190635000,0.1186447446,0.3991980639,
2196634000,0.2463398221,0.3323240901,
2202633000,0.3415324652,0.2236089724,
2208632000,0.3919052453,0.08769872131,
2214631000,0.3891481293,-0.05722025879,
2220630000,0.333828027,-0.1913782544,
2226629000,0.234323093,-0.2956606219,
2232628000,0.1042106366,-0.3569725495,
2238627000,-0.03907998055,-0.3670471695,
2244626000,-0.175140254,-0.3266768217,
2250625000,-0.2873585307,-0.2404196259,
2256624000,-0.3610036428,-0.1208748656,
2262623000,-0.3874846008,0.01602642427,
2268622000,-0.3646853414,0.1530474406,
2274621000,-0.2953025325,0.2730459383,
2280620000,-0.1885494658,0.3617116571,
2286619000,-0.05709994756,0.4090474445,
2292618000,0.08212623638,0.4066559557,
2298617000,0.2131807469,0.3553430223,
2304616000,0.317492518,0.2611679974,
2310615000,0.3814144675,0.1357945263,
2316614000,0.3963901055,-0.004875987683,
2322613000,0.3595164274,-0.1417250775,
2328612000,0.2756349207,-0.255965689,
2334611000,0.1563386053,-0.331012461,
2340610000,0.01827598172,-0.3585429381,
2346609000,-0.1194443235,-0.3339197179,
2352608000,-0.2378870705,-0.2613976097,
2358607000,-0.321139442,-0.1518498783,
2364606000,-0.3593796085,-0.02123033876,
2370605000,-0.3477959842,0.1141087938,
2376604000,-0.2897012878,0.2353797081,
2382603000,-0.1919219304,0.3283903621,
2388602000,-0.06956434302,0.380734688,
2394601000,0.0634763211,0.3859110895,
2400600000,0.1897514197,0.3450024583,
2406599000,0.2938055349,0.2616183694,
2412598000,0.3618438067,0.1466687868,
2418597000,0.3846965386,0.0142209142,
2424596000,0.3585391043,-0.1176728144,
2430595000,0.2876639389,-0.2320907073,
2436594000,0.17998781,-0.3136976768,
2442593000,0.05054598507,-0.3514975829,
2448592000,-0.08403558823,-0.339762526,
2454591000,-0.2053039479,-0.2813075093,
2460590000,-0.2972629033,-0.1839907811,
2466589000,-0.348159463,-0.06068839499,
2472588000,-0.3526691214,0.07217557903,
2478587000,-0.3091833155,0.1982855831,
2484586000,-0.2263313754,0.2998827005,
2490585000,-0.1124593985,0.3664649034,
2496584000,0.01779456512,0.3896561541,
2502583000,0.1462938169,0.3667041435,
2508582000,0.2600497134,0.2994721785,
2514581000,0.343524159,0.1965013454,
2520580000,0.3852512496,0.07031948314,
2526579000,0.3799642498,-0.06250658073,
2532578000,0.3271150965,-0.1854012051,
2538577000,0.2339826508,-0.2810003388,
2544576000,0.1124768231,-0.3361840411,
2550575000,-0.02063555257,-0.3434207235,
2556574000,-0.146270421,-0.301957731,
2562573000,-0.2471172299,-0.2178070759,
2568572000,-0.3095163335,-0.1039508736,
2574571000,-0.3270446144,0.02370318202,
2580570000,-0.2963202111,0.146949516,
2586569000,-0.2255716302,0.2515854308,
2592568000,-0.1229156387,0.3220251688,
2598567000,-0.003619505304,0.3521327066,
2604566000,0.118766523,0.3381304485,
2610565000,0.2281919914,0.2829953506,
2616564000,0.311708354,0.1935001105,
2622563000,0.3591947546,0.07993582097,
2628562000,0.3651818743,-0.04303956163,
2634561000,0.3261420457,-0.1620345382,
2640560000,0.2491916318,-0.2604228094,
2646559000,0.1411069347,-0.3257782627,
2652558000,0.01602047449,-0.3480362163,
2658557000,-0.1089864435,-0.3244076808,
2664556000,-0.218226955,-0.2564205998,
2670555000,-0.2957865181,-0.1537097713,
2676554000,-0.3295563449,-0.0301752811,
2682553000,-0.3159543893,0.09547237741,
2688552000,-0.2582445946,0.2077026138,
2694551000,-0.1645273585,0.289995602,
2700550000,-0.04867331073,0.3326613993,
2706549000,0.0730526264,0.3306457934,
2712548000,0.1851731598,0.2858086849,
2718547000,0.2732170417,0.2041804404,
2724546000,0.3269945776,0.09803131896,
2730545000,0.3390022907,-0.02023386829,
2736544000,0.3098189406,-0.1344869624,
2742543000,0.2420567669,-0.2313947551,
2748542000,0.144487848,-0.298561428,
2754541000,0.02916501969,-0.3273923132,
2760540000,-0.08929301137,-0.3138157522,
2766539000,-0.1959286294,-0.2589143686,
2772538000,-0.2760163286,-0.1695152832,
2778537000,-0.319853346,-0.05700652353,
2784536000,-0.3202614599,0.06300573473,
2790535000,-0.2776060159,0.1754801451,
2796534000,-0.1980425084,0.2648226086,
2802533000,-0.09262984875,0.3197297011,
2808532000,0.0253082727,0.333265516,
2814531000,0.1392009862,0.3044016184,
2820530000,0.2349448635,0.2365062303,
2826529000,0.2996992281,0.1395731496,
2832528000,0.3256397022,0.0270442386,
2838527000,0.3100012109,-0.08679652396,
2844526000,0.2551472144,-0.1873370418,
2850525000,0.1687476806,-0.2612599849,
2856524000,0.06188513211,-0.3001988417,
2862523000,-0.05167842341,-0.2974763476,
2868522000,-0.1561418956,-0.2556723858,
2874521000,-0.2382261284,-0.1787977577,
2880520000,-0.288002635,-0.07836070158,
2886519000,-0.2991895391,0.03317125041,
2892518000,-0.2698550196,0.1402369382,
2898517000,-0.20490685,0.2296557792,
2904516000,-0.1130652433,0.290153783,
2910515000,-0.005805967604,0.314485551,
2916514000,0.1028431631,0.2994766891,
2922513000,0.1986040488,0.24680295,
2928512000,0.2700069537,0.164218492,
2934511000,0.3075849302,0.06166861629,
2940510000,0.3065521722,-0.04809288664,
2946509000,0.2665615232,-0.1499585044,
2952508000,0.1930955061,-0.2313364138,
2958507000,0.09510943224,-0.2815861554,
2964506000,-0.01446051621,-0.2930402323,
2970505000,-0.120344284,-0.2646099443,
2976504000,-0.209605919,-0.1999903009,
2982503000,-0.2696444754,-0.108062988,
2988502000,-0.2916827395,-0.001214066545,
2994501000,-0.2752704456,0.106122124,
3000500000,-0.2217209963,0.2000691511,
3006499000,-0.1388752547,0.2686424291,
3012498000,-0.03728731201,0.3026572361,
3018497000,0.06900280268,0.2983199222,
3024496000,0.1664897117,0.2568007483,
3030495000,0.2429662777,0.1837605893,
3036494000,0.2882787132,0.08849851656,
3042493000,0.2970322305,-0.01661892479,
3048492000,0.2681424104,-0.1180173968,
3054491000,0.2049650669,-0.2027438143,
3060490000,0.1154226412,-0.2597791394,
3066489000,0.01178884832,-0.2817881126,
3072488000,-0.09382513212,-0.2650600787,
3078487000,-0.1866624159,-0.2114883794,
3084486000,-0.2555694226,-0.1284140052,
3090485000,-0.2898248886,-0.02635738108,
3096484000,-0.2864873969,0.08235440673,
3102483000,-0.2447604197,0.1821807186,
3108482000,-0.1707430107,0.2612548579,
3114481000,-0.07383379928,0.3090341241,
3120480000,0.03422597949,0.319786618,
3126479000,0.1382364177,0.2920063397,
3132478000,0.2259781052,0.2294447099,
3138477000,0.2861246114,0.1399507951,
3144476000,0.3110946167,0.03546012522,
3150475000,0.29690498,-0.07082494045,
3156474000,0.2457989273,-0.165109909,
3162473000,0.1649739214,-0.2346896491,
3168472000,0.06417465596,-0.2706246639,
3174471000,-0.04094426104,-0.2680167975,
3180470000,-0.1388192815,-0.2268133236,
3186469000,-0.2151493342,-0.1546114015,
3192468000,-0.2599396585,-0.06008097362,
3198467000,-0.2682136109,0.04392656269,
3204466000,-0.2391133235,0.1433219392,
3210465000,-0.1772471228,0.2255947962,
3216464000,-0.09089354573,0.2806314054,
3222463000,0.009135132972,0.3019135076,
3228462000,0.1100762817,0.2865140922,
3234461000,0.1993291611,0.2376497278,
3240460000,0.2670387404,0.1610571134,
3246459000,0.3030177414,0.06485025897,
3252458000,0.303325441,-0.03817859354,
3258457000,0.2671621571,-0.1349591961,
3264456000,0.1985514322,-0.2129038918,
3270455000,0.1061386995,-0.2609879701,
3276454000,0.002719398868,-0.2729833681,
3282453000,-0.09706072847,-0.2464045479,
3288452000,-0.1814807516,-0.1853961417,
3294451000,-0.2366819681,-0.09894169647,
3300450000,-0.2568636792,0.0006048314452,
3306449000,-0.2395269474,0.09979931285,
3312448000,-0.1882169547,0.1849047968,
3318447000,-0.1105454114,0.2453667982,
3324446000,-0.01795591041,0.2737031794,
3330445000,0.07800889337,0.2681402105,
3336444000,0.1652170544,0.2290669496,
3342443000,0.2329732735,0.1626931972,
3348442000,0.2732074182,0.07676285134,
3354441000,0.2811056019,-0.0178351,
3360440000,0.2547517906,-0.1093152064,
3366439000,0.198090087,-0.1864359119,
3372438000,0.1170381204,-0.2389953809,
3378437000,0.02180403103,-0.2595690095,
3384436000,-0.07551197774,-0.2441219873,
3390435000,-0.1620373733,-0.1949920724,
3396434000,-0.2247603391,-0.1174677324,
3402433000,-0.2555450643,-0.02212462375,
3408432000,-0.2504282101,0.07801421537,
3414431000,-0.2095540111,0.1699963622,
3420430000,-0.1383460893,0.2411713359,
3426429000,-0.04761708272,0.2821730521,
3432428000,0.05191049239,0.2892167628,
3438427000,0.147791198,0.2612968552,
3444426000,0.2273283841,0.2018397379,
3450425000,0.2814553479,0.1185749003,
3456424000,0.3034983533,0.02139241328,
3462423000,0.2906989962,-0.07720411994,
3468422000,0.2442710372,-0.1658038623,
3474421000,0.1693251421,-0.2325331698,
3480420000,0.07541621665,-0.2681559274,
3486419000,-0.02564515797,-0.2689996305,
3492418000,-0.1204018965,-0.2332747381,
3498417000,-0.1955402378,-0.1655570857,
3504416000,-0.2415196115,-0.07497132658,
3510415000,-0.250867941,0.02551777435,
3516414000,-0.223885451,0.1217209681,
3522413000,-0.1634584937,0.2009640813,
3528412000,-0.07974616737,0.253181433,
3534411000,0.01614066629,0.2714200218,
3540410000,0.111392143,0.2546764699,
3546409000,0.1939905392,0.2059812493,
3552408000,0.2538092093,0.1319473012,
3558407000,0.2838470212,0.04199239983,
3564406000,0.281073786,-0.05206517409,
3570405000,0.2453886321,-0.139592693,
3576404000,0.1827129704,-0.208544072,
3582403000,0.09870980693,-0.2506809279,
3588402000,0.006329811812,-0.2611843512,
3594401000,-0.08376895016,-0.238515467,
3600400000,-0.1600697229,-0.185075635,
3606399000,-0.2117053468,-0.1084771273,
3612398000,-0.2324178702,-0.01890677687,
3618397000,-0.2194905876,0.07184010763,
3624396000,-0.1752966653,0.1511624829,
3630395000,-0.1055250275,0.2088906512,
3636394000,-0.02014648384,0.2373183313,
3642393000,0.06976662139,0.2338025124,
3648392000,0.1526790571,0.1979247817,
3654391000,0.2177946554,0.1353264792,
3660390000,0.2559702183,0.05243551953,
3666389000,0.2631728042,-0.03834120165,
3672388000,0.2368534742,-0.1272397399,
3678387000,0.1808430017,-0.2020009855,
3684386000,0.1010469253,-0.2527506067,
3690385000,0.007872340978,-0.2722190926,
3696384000,-0.08689581375,-0.2578032028,
3702383000,-0.1708670272,-0.2102685273,
3708382000,-0.2329601113,-0.1362747439,
3714381000,-0.2649550048,-0.04530433915,
3720380000,-0.2626856279,0.05077486441,
3726379000,-0.2268008977,0.1384065799,
3732378000,-0.1633670783,0.2069095042,
3738377000,-0.08049542652,0.2483910369,
3744376000,0.01003022081,0.2582696616,
3750375000,0.09702971128,0.2357351968,
3756374000,0.1695657361,0.1846623864,
3762373000,0.218612727,0.1116695739,
3768372000,0.2386097834,0.02680381272,
3774371000,0.2274826244,-0.05940578378,
3780370000,0.1856016519,-0.1357174248,
3786369000,0.1192486145,-0.1919928121,
3792368000,0.03606205742,-0.2212189854,
3798367000,-0.05254610937,-0.2179954117,
3804366000,-0.1347600905,-0.1827686759,
3810365000,-0.1994254495,-0.1194690336,
3816364000,-0.2379107242,-0.0367018967,
3822363000,-0.2427757226,0.05378341905,
3828362000,-0.2148748735,0.1425723845,
3834361000,-0.1578161883,0.2148330953,
3840360000,-0.07917538012,0.2624997436,
3846359000,0.01172907732,0.2795411129,
3852358000,0.1029670796,0.2636798861,
3858357000,0.1824850467,0.217477683,
3864356000,0.2407129874,0.1458516276,
3870355000,0.2696659402,0.05918501435,
3876354000,0.2668559248,-0.03174786293,
3882353000,0.2324819916,-0.1167759437,
3888352000,0.1700705591,-0.1828877981,
3894351000,0.08805975022,-0.2231592075,
3900350000,-0.00323159415,-0.2314867674,
3906349000,-0.09129457396,-0.2061791958,
3912348000,-0.1645568282,-0.1506501075,
3918347000,-0.2127800995,-0.07225162061,
3924346000,-0.2299871784,0.01912483397,
3930345000,-0.212754308,0.1095589276,
3936344000,-0.1633799598,0.1890618234,
3942343000,-0.08888712091,0.2457076081,
3948342000,0.0006394817214,0.2720359466,
3954341000,0.09395108801,0.2646849908,
3960340000,0.1779143347,0.2241641297,
3966339000,0.243285443,0.1574556925,
3972338000,0.2809537221,0.07049521049,
3978337000,0.2853039479,-0.02327262523,
3984336000,0.2564954186,-0.1131241966,
3990335000,0.1976980827,-0.1863427754,
3996334000,0.1167532245,-0.2342700567,
4002333000,0.02434078969,-0.25062649,
4008332000,-0.06726599842,-0.2328707928,
4014331000,-0.1467165615,-0.1840637914,
4020330000,-0.2025411578,-0.1104863264,
4026329000,-0.2287962181,-0.02249589634,
4032328000,-0.222321533,0.06848572145,
4038327000,-0.1854799356,0.151284442,
4044326000,-0.1224413057,0.2142503086,
4050325000,-0.04180753057,0.250985744,
4056324000,0.04587139813,0.2573053748,
4062323000,0.1297332024,0.2327399438,
